,locus_tag,name,location,old_locus_tag,product,note,start,end
3699,ECB_RS18720,,[3798179:3799103](+),ECB_03543,DMT family transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3798179,3799103
3700,ECB_RS18725,nlpA,[3799106:3799925](-),ECB_03544,lipoprotein NlpA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3799925,3799106
3701,ECB_RS18735,,[3800146:3800440](+),ECB_03545,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3800146,3800440
3702,ECB_RS18740,nepI,[3800480:3801671](-),ECB_03546,purine ribonucleoside efflux pump NepI,Derived by automated computational analysis using gene prediction method: Protein Homology.,3801671,3800480
3703,ECB_RS18745,,[3801881:3802334](-),ECB_03547,DUF1198 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3802334,3801881
3704,ECB_RS18750,,[3802386:3803721](-),ECB_03548,NCS2 family permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,3803721,3802386
3705,ECB_RS18755,adeD,[3803895:3805662](+),ECB_03549,adenine deaminase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3803895,3805662
3706,ECB_RS18760,uhpT,[3805707:3807099](-),ECB_03550,hexose-6-phosphate:phosphate antiporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3807099,3805707
3707,ECB_RS18765,uhpC,[3807236:3808556](-),ECB_03551,MFS transporter family glucose-6-phosphate receptor UhpC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3808556,3807236
3708,ECB_RS18770,uhpB,[3808565:3810068](-),ECB_03552,signal transduction histidine-protein kinase/phosphatase UhpB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3810068,3808565
3709,ECB_RS18775,uhpA,[3810067:3810658](-),ECB_03553,transcriptional regulator UhpA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3810658,3810067
3710,ECB_RS18780,ilvN,[3810732:3811023](-),ECB_03554,acetolactate synthase small subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,3811023,3810732
3711,ECB_RS18785,ilvB,[3811026:3812715](-),ECB_03555,acetolactate synthase large subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,3812715,3811026
3712,ECB_RS18790,ivbL,[3812820:3812919](-),ECB_03556,ilvB operon leader peptide IvbL,Derived by automated computational analysis using gene prediction method: Protein Homology.,3812919,3812820
3713,ECB_RS18805,tisB,[3813483:3813573](+),,type I toxin-antitoxin system toxin TisB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3813483,3813573
3714,ECB_RS18810,emrD,[3813852:3815037](+),ECB_03557,multidrug efflux MFS transporter EmrD,Derived by automated computational analysis using gene prediction method: Protein Homology.,3813852,3815037
3715,ECB_RS18815,,[3815044:3815542](-),ECB_03558,radical SAM protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3815542,3815044
3716,ECB_RS18820,,[3815538:3815901](-),ECB_03559,DUF202 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3815901,3815538
3717,ECB_RS18825,,[3815890:3816238](-),ECB_03560,YidH family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3816238,3815890
3718,ECB_RS18830,,[3816346:3816796](+),ECB_03561,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3816346,3816796
3719,ECB_RS18835,,[3816842:3818336](-),ECB_03562,sulfatase-like hydrolase/transferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3818336,3816842
3720,ECB_RS18840,,[3818332:3820048](-),ECB_03563,solute:sodium symporter family transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3820048,3818332
3721,ECB_RS18845,,[3820214:3821108](+),ECB_03564,AraC family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,3820214,3821108
3722,ECB_RS18850,,[3821104:3822427](-),ECB_03565,6-phospho-alpha-glucosidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3822427,3821104
3723,ECB_RS18855,,[3822426:3824043](-),ECB_03566,PTS sugar transporter subunit IIB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3824043,3822426
3724,ECB_RS18860,,[3824338:3824976](+),,GntR family transcriptional regulator,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,3824338,3824976
3725,ECB_RS18865,,[3824972:3826634](-),ECB_03568,putative transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3826634,3824972
3726,ECB_RS18875,ibpB,[3826829:3827258](-),ECB_03569,heat shock chaperone IbpB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3827258,3826829
3727,ECB_RS18880,ibpA,[3827369:3827783](-),ECB_03570,heat shock chaperone IbpA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3827783,3827369
3728,ECB_RS18885,,[3828088:3828421](+),,YceK/YidQ family lipoprotein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3828088,3828421
3729,ECB_RS18890,,[3828422:3829670](-),ECB_03572,YidR family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3829670,3828422
3730,ECB_RS18895,cbrA,[3829737:3830802](+),ECB_03573,colicin M resistance protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3829737,3830802
3731,ECB_RS18900,,[3830798:3832091](-),ECB_03574,MFS transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3832091,3830798
3732,ECB_RS18905,dgoD,[3832210:3833359](-),ECB_03575,galactonate dehydratase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3833359,3832210
3733,ECB_RS18910,,[3833355:3833973](-),ECB_03576,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3833973,3833355
3734,ECB_RS18915,,[3833956:3834835](-),ECB_03577,2-dehydro-3-deoxygalactonokinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3834835,3833956
3735,ECB_RS18920,,[3834831:3835521](-),ECB_03578,D-galactonate utilization transcriptional regulator DgoR,Derived by automated computational analysis using gene prediction method: Protein Homology.,3835521,3834831
3736,ECB_RS18925,,[3835798:3836455](+),ECB_03579,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3835798,3836455
3737,ECB_RS18930,,[3836500:3837313](-),ECB_03580,sugar-phosphatase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3837313,3836500
3738,ECB_RS18935,,[3837427:3837835](-),ECB_03581,YidB family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3837835,3837427
3739,ECB_RS18945,,[3838065:3840480](-),ECB_03582,DNA topoisomerase (ATP-hydrolyzing) subunit B,Derived by automated computational analysis using gene prediction method: Protein Homology.,3840480,3838065
3740,ECB_RS18950,recF,[3840508:3841582](-),ECB_03583,DNA replication/repair protein RecF,Derived by automated computational analysis using gene prediction method: Protein Homology.,3841582,3840508
3741,ECB_RS18955,dnaN,[3841581:3842682](-),ECB_03584,DNA polymerase III subunit beta,Derived by automated computational analysis using gene prediction method: Protein Homology.,3842682,3841581
3742,ECB_RS18960,dnaA,[3842686:3844090](-),ECB_03585,chromosomal replication initiator protein DnaA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3844090,3842686
3743,ECB_RS25625,,[3844386:3844467](+),,protein YsdD,Derived by automated computational analysis using gene prediction method: Protein Homology.,3844386,3844467
3744,ECB_RS18965,rpmH,[3844696:3844837](+),ECB_03586,50S ribosomal protein L34,Derived by automated computational analysis using gene prediction method: Protein Homology.,3844696,3844837
3745,ECB_RS18970,rnpA,[3844853:3845213](+),ECB_03587,ribonuclease P protein component,Derived by automated computational analysis using gene prediction method: Protein Homology.,3844853,3845213
3746,ECB_RS18975,yidD,[3845176:3845434](+),ECB_03588,membrane protein insertion efficiency factor YidD,Derived by automated computational analysis using gene prediction method: Protein Homology.,3845176,3845434
3747,ECB_RS18980,yidC,[3845436:3847083](+),ECB_03589,membrane protein insertase YidC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3845436,3847083
3748,ECB_RS18985,mnmE,[3847188:3848553](+),ECB_03590,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,Derived by automated computational analysis using gene prediction method: Protein Homology.,3847188,3848553
3749,ECB_RS18990,tnaC,[3848795:3848870](+),ECB_03591,tryptophanase leader peptide,Derived by automated computational analysis using gene prediction method: Protein Homology.,3848795,3848870
3750,ECB_RS18995,tnaA,[3849090:3850506](+),ECB_03592,tryptophanase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3849090,3850506
3751,ECB_RS19000,tnaB,[3850596:3851844](+),ECB_03593,low affinity tryptophan permease TnaB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3850596,3851844
3752,ECB_RS19005,mdtL,[3851975:3853151](+),ECB_03594,multidrug efflux MFS transporter MdtL,Derived by automated computational analysis using gene prediction method: Protein Homology.,3851975,3853151
3753,ECB_RS19010,yidZ,[3853125:3854085](+),ECB_03595,HTH-type transcriptional regulator YidZ,Derived by automated computational analysis using gene prediction method: Protein Homology.,3853125,3854085
3754,ECB_RS19015,,[3854241:3854991](+),ECB_03596,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3854241,3854991
3755,ECB_RS19020,yieF,[3855012:3855579](+),ECB_03597,NAD(P)H-dependent chromate oxidoreductase YieF,Derived by automated computational analysis using gene prediction method: Protein Homology.,3855012,3855579
3756,ECB_RS19025,,[3855632:3856970](-),ECB_03598,NCS2 family permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,3856970,3855632
3757,ECB_RS19030,yieH,[3857136:3857802](+),ECB_03599,6-phosphogluconate phosphatase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3857136,3857802
3758,ECB_RS19035,,[3857868:3858342](+),ECB_03600,protein CbrB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3857868,3858342
3759,ECB_RS19040,,[3858390:3858978](+),ECB_03601,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3858390,3858978
3760,ECB_RS19045,,[3859039:3859762](-),ECB_03602,glucosamine-6-phosphate deaminase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3859762,3859039
3761,ECB_RS19050,,[3859776:3860946](-),ECB_03603,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3860946,3859776
3762,ECB_RS19055,,[3860972:3862589](-),ECB_03604,carbohydrate porin,Derived by automated computational analysis using gene prediction method: Protein Homology.,3862589,3860972
3763,ECB_RS19060,,[3862674:3864069](-),ECB_03605,glycoside hydrolase family 1 protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3864069,3862674
3764,ECB_RS19065,bglF,[3864087:3865965](-),ECB_03606,PTS beta-glucoside transporter subunit IIABC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3865965,3864087
3765,ECB_RS19070,bglG,[3866097:3866934](-),ECB_03607,transcriptional antiterminator BglG,Derived by automated computational analysis using gene prediction method: Protein Homology.,3866934,3866097
3766,ECB_RS19075,phoU,[3867219:3867945](-),ECB_03608,phosphate signaling complex protein PhoU,Derived by automated computational analysis using gene prediction method: Protein Homology.,3867945,3867219
3767,ECB_RS19080,pstB,[3867959:3868733](-),ECB_03609,phosphate ABC transporter ATP-binding protein PstB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3868733,3867959
3768,ECB_RS19085,pstA,[3868915:3869806](-),ECB_03610,phosphate ABC transporter permease PstA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3869806,3868915
3769,ECB_RS19090,pstC,[3869805:3870765](-),ECB_03611,phosphate ABC transporter permease PstC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3870765,3869805
3770,ECB_RS19095,pstS,[3870850:3871891](-),ECB_03612,phosphate ABC transporter substrate-binding protein PstS,Derived by automated computational analysis using gene prediction method: Protein Homology.,3871891,3870850
3771,ECB_RS19100,glmS,[3872204:3874034](-),ECB_03613,glutamine--fructose-6-phosphate transaminase (isomerizing),Derived by automated computational analysis using gene prediction method: Protein Homology.,3874034,3872204
3772,ECB_RS19105,glmU,[3874195:3875566](-),ECB_03614,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,Derived by automated computational analysis using gene prediction method: Protein Homology.,3875566,3874195
3773,ECB_RS19110,atpC,[3875918:3876338](-),ECB_03615,F0F1 ATP synthase subunit epsilon,Derived by automated computational analysis using gene prediction method: Protein Homology.,3876338,3875918
3774,ECB_RS19115,atpD,[3876358:3877741](-),ECB_03616,F0F1 ATP synthase subunit beta,Derived by automated computational analysis using gene prediction method: Protein Homology.,3877741,3876358
3775,ECB_RS19120,atpG,[3877767:3878631](-),ECB_03617,F0F1 ATP synthase subunit gamma,Derived by automated computational analysis using gene prediction method: Protein Homology.,3878631,3877767
3776,ECB_RS19125,atpA,[3878681:3880223](-),ECB_03618,F0F1 ATP synthase subunit alpha,Derived by automated computational analysis using gene prediction method: Protein Homology.,3880223,3878681
3777,ECB_RS19130,atpH,[3880235:3880769](-),ECB_03619,F0F1 ATP synthase subunit delta,Derived by automated computational analysis using gene prediction method: Protein Homology.,3880769,3880235
3778,ECB_RS19135,atpF,[3880783:3881254](-),ECB_03620,F0F1 ATP synthase subunit B,Derived by automated computational analysis using gene prediction method: Protein Homology.,3881254,3880783
3779,ECB_RS19140,atpE,[3881315:3881555](-),ECB_03621,F0F1 ATP synthase subunit C,Derived by automated computational analysis using gene prediction method: Protein Homology.,3881555,3881315
3780,ECB_RS19145,atpB,[3881601:3882417](-),ECB_03622,F0F1 ATP synthase subunit A,Derived by automated computational analysis using gene prediction method: Protein Homology.,3882417,3881601
3781,ECB_RS19150,atpI,[3882425:3882806](-),ECB_03623,F0F1 ATP synthase subunit I,Derived by automated computational analysis using gene prediction method: Protein Homology.,3882806,3882425
3782,ECB_RS19155,rsmG,[3883422:3884041](-),,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,3884041,3883422
3783,ECB_RS19160,mnmG,[3884104:3885994](-),ECB_03625,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,Derived by automated computational analysis using gene prediction method: Protein Homology.,3885994,3884104
3784,ECB_RS19165,mioC,[3886372:3886816](-),ECB_03626,FMN-binding protein MioC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3886816,3886372
3785,ECB_RS19170,asnC,[3886905:3887364](-),ECB_03627,transcriptional regulator AsnC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3887364,3886905
3786,ECB_RS19175,asnA,[3887515:3888508](+),ECB_03628,aspartate--ammonia ligase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3887515,3888508
3787,ECB_RS19180,viaA,[3888512:3889964](-),ECB_03629,ATPase RavA stimulator ViaA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3889964,3888512
3788,ECB_RS19185,ravA,[3889957:3891454](-),ECB_03630,ATPase RavA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3891454,3889957
3789,ECB_RS19190,,[3891676:3893545](+),ECB_03631,low affinity potassium transporter Kup,Derived by automated computational analysis using gene prediction method: Protein Homology.,3891676,3893545
3790,ECB_RS25215,,[3893600:3894970](+),,IS3-like element IS150 family transposase,programmed frameshift; Derived by automated computational analysis using gene prediction method: Protein Homology.,3893600,3894970
3791,ECB_RS19205,rbsD,[3895157:3895577](+),ECB_03634,D-ribose pyranase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3895157,3895577
3792,ECB_RS19210,rbsA,[3895584:3897090](+),ECB_03635,ribose ABC transporter ATP-binding protein RbsA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3895584,3897090
3793,ECB_RS19215,rbsC,[3897094:3898060](+),ECB_03636,ribose ABC transporter permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,3897094,3898060
3794,ECB_RS19220,rbsB,[3898084:3898975](+),ECB_03637,ribose ABC transporter substrate-binding protein RbsB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3898084,3898975
3795,ECB_RS19225,rbsK,[3899100:3900030](+),ECB_03638,ribokinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3899100,3900030
3796,ECB_RS19230,rbsR,[3900033:3901026](+),ECB_03639,ribose operon transcriptional repressor RbsR,Derived by automated computational analysis using gene prediction method: Protein Homology.,3900033,3901026
3797,ECB_RS19235,,[3900991:3902419](-),ECB_03640,DHA2 family efflux MFS transporter permease subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,3902419,3900991
3798,ECB_RS19240,,[3902441:3903134](-),ECB_03641,FadR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,3903134,3902441
3799,ECB_RS19245,,[3903614:3905168](+),ECB_r00011,,,3903614,3905168
3800,ECB_RS19250,,[3905241:3905317](+),ECB_t00064,,,3905241,3905317
3801,ECB_RS19255,,[3905492:3908424](+),ECB_r00012,,,3905492,3908424
3802,ECB_RS19260,rrf,[3908501:3908617](+),ECB_r00013,,,3908501,3908617
3803,ECB_RS19265,,[3908671:3908748](+),ECB_t00065,,,3908671,3908748
3804,ECB_RS19270,,[3908756:3908832](+),ECB_t00066,,,3908756,3908832
3805,ECB_RS19275,hdfR,[3908927:3909767](-),ECB_03642,HTH-type transcriptional regulator HdfR,Derived by automated computational analysis using gene prediction method: Protein Homology.,3909767,3908927
3806,ECB_RS19280,maoP,[3909885:3910224](+),ECB_03643,macrodomain Ori organization protein MaoP,Derived by automated computational analysis using gene prediction method: Protein Homology.,3909885,3910224
3807,ECB_RS19285,,[3910248:3911769](-),ECB_03644,YifB family Mg chelatase-like AAA ATPase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3911769,3910248
3808,ECB_RS19290,ilvL,[3912121:3912220](+),ECB_03645,ilv operon leader peptide,Derived by automated computational analysis using gene prediction method: Protein Homology.,3912121,3912220
3809,ECB_RS25630,,[3912306:3912357](+),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3912306,3912357
3810,ECB_RS19295,,[3912359:3914006](+),ECB_03646,acetolactate synthase 2 catalytic subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,3912359,3914006
3811,ECB_RS19300,ilvM,[3914002:3914266](+),ECB_03647,acetolactate synthase 2 small subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,3914002,3914266
3812,ECB_RS19305,ilvE,[3914285:3915215](+),ECB_03648,branched-chain-amino-acid transaminase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3914285,3915215
3813,ECB_RS19310,ilvD,[3915279:3917130](+),ECB_03649,dihydroxy-acid dehydratase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3915279,3917130
3814,ECB_RS19315,ilvA,[3917132:3918677](+),ECB_03650,"threonine ammonia-lyase, biosynthetic",Derived by automated computational analysis using gene prediction method: Protein Homology.,3917132,3918677
3815,ECB_RS19320,ilvY,[3918728:3919622](-),ECB_03651,HTH-type transcriptional activator IlvY,Derived by automated computational analysis using gene prediction method: Protein Homology.,3919622,3918728
3816,ECB_RS19325,ilvC,[3919771:3921247](+),ECB_03652,ketol-acid reductoisomerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3919771,3921247
3817,ECB_RS19330,,[3921333:3921615](-),ECB_03653,peptidylprolyl isomerase C,Derived by automated computational analysis using gene prediction method: Protein Homology.,3921615,3921333
3818,ECB_RS25635,,[3921813:3922262](-),,hypothetical protein,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,3922262,3921813
3819,ECB_RS19340,rep,[3922478:3924500](+),ECB_03656,DNA helicase Rep,Derived by automated computational analysis using gene prediction method: Protein Homology.,3922478,3924500
3820,ECB_RS19345,gppA,[3924546:3926031](-),ECB_03657,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase",Derived by automated computational analysis using gene prediction method: Protein Homology.,3926031,3924546
3821,ECB_RS19350,rhlB,[3926164:3927430](-),ECB_03658,ATP-dependent RNA helicase RhlB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3927430,3926164
3822,ECB_RS19355,trxA,[3927560:3927890](+),ECB_03659,thioredoxin TrxA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3927560,3927890
3823,ECB_RS19360,rhoL,[3928030:3928132](+),ECB_03660,rho operon leader peptide rhoL,Derived by automated computational analysis using gene prediction method: Protein Homology.,3928030,3928132
3824,ECB_RS19365,rho,[3928216:3929476](+),ECB_03661,transcription termination factor Rho,Derived by automated computational analysis using gene prediction method: Protein Homology.,3928216,3929476
3825,ECB_RS19375,wecA,[3929715:3930819](+),ECB_03662,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3929715,3930819
3826,ECB_RS19380,wzzE,[3930830:3931877](+),ECB_03663,ECA polysaccharide chain length modulation protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3930830,3931877
3827,ECB_RS19385,,[3931932:3933063](+),ECB_03664,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Derived by automated computational analysis using gene prediction method: Protein Homology.,3931932,3933063
3828,ECB_RS19390,wecC,[3933059:3934322](+),ECB_03665,UDP-N-acetyl-D-mannosamine dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3933059,3934322
3829,ECB_RS19395,rffG,[3934321:3935389](+),ECB_03666,"dTDP-glucose 4,6-dehydratase",Derived by automated computational analysis using gene prediction method: Protein Homology.,3934321,3935389
3830,ECB_RS19400,rfbA,[3935407:3936289](+),ECB_03667,glucose-1-phosphate thymidylyltransferase RfbA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3935407,3936289
3831,ECB_RS19405,,[3936266:3936941](+),ECB_03668,dTDP-fucosamine acetyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3936266,3936941
3832,ECB_RS19410,rffA,[3936945:3938076](+),ECB_03669,"dTDP-4-amino-4,6-dideoxygalactose transaminase",Derived by automated computational analysis using gene prediction method: Protein Homology.,3936945,3938076
3833,ECB_RS19415,wzxE,[3938077:3939328](+),ECB_03670,lipid III flippase WzxE,Derived by automated computational analysis using gene prediction method: Protein Homology.,3938077,3939328
3834,ECB_RS19420,rffT,[3939324:3940404](+),ECB_03671,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3939324,3940404
3835,ECB_RS19425,wzyE,[3940400:3941753](+),ECB_03672,O-antigen assembly polymerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3940400,3941753
3836,ECB_RS19430,rffM,[3941755:3942496](+),ECB_03673,lipopolysaccharide N-acetylmannosaminouronosyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3941755,3942496
3837,ECB_RS19435,,[3942686:3944072](+),ECB_03674,amino acid permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,3942686,3944072
3838,ECB_RS19440,,[3944174:3944251](+),ECB_t00067,,,3944174,3944251
3839,ECB_RS19445,,[3944309:3944385](+),ECB_t00068,,,3944309,3944385
3840,ECB_RS19450,,[3944405:3944492](+),ECB_t00069,,,3944405,3944492
3841,ECB_RS19455,,[3944534:3944611](+),ECB_t00070,,,3944534,3944611
3842,ECB_RS19460,,[3944757:3945993](+),ECB_03675,anaerobic sulfatase maturase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3944757,3945993
3843,ECB_RS19465,,[3946150:3947806](-),ECB_03676,arylsulfatase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3947806,3946150
3844,ECB_RS19470,hemY,[3948491:3949688](-),ECB_03677,protoheme IX biogenesis protein HemY,Derived by automated computational analysis using gene prediction method: Protein Homology.,3949688,3948491
3845,ECB_RS19475,hemX,[3949690:3950896](-),ECB_03678,uroporphyrinogen-III C-methyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3950896,3949690
3846,ECB_RS19480,hemD,[3950917:3951658](-),ECB_03679,uroporphyrinogen-III synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3951658,3950917
3847,ECB_RS19485,hemC,[3951654:3952596](-),ECB_03680,hydroxymethylbilane synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3952596,3951654
3848,ECB_RS19490,cyaA,[3952982:3955529](+),ECB_03681,class I adenylate cyclase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3952982,3955529
3849,ECB_RS19495,cyaY,[3955568:3955889](-),ECB_03682,iron donor protein CyaY,Derived by automated computational analysis using gene prediction method: Protein Homology.,3955889,3955568
3850,ECB_RS24415,,[3955936:3956200](-),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3956200,3955936
3851,ECB_RS19500,,[3956358:3956562](+),ECB_03684,lipoprotein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3956358,3956562
3852,ECB_RS19505,dapF,[3956598:3957423](+),ECB_03685,diaminopimelate epimerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3956598,3957423
3853,ECB_RS19510,,[3957419:3958127](+),ECB_03686,DUF484 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3957419,3958127
3854,ECB_RS19515,xerC,[3958123:3959020](+),ECB_03687,tyrosine recombinase XerC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3958123,3959020
3855,ECB_RS19520,yigB,[3959019:3959736](+),ECB_03688,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3959019,3959736
3856,ECB_RS19525,uvrD,[3959819:3961982](+),ECB_03689,DNA helicase II,Derived by automated computational analysis using gene prediction method: Protein Homology.,3959819,3961982
3857,ECB_RS19530,,[3962036:3962939](-),ECB_03690,S-adenosyl-l-methionine hydroxide adenosyltransferase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3962939,3962036
3858,ECB_RS19535,,[3963021:3963786](-),ECB_03691,phosphodiester glycosidase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3963786,3963021
3859,ECB_RS19545,corA,[3964155:3965106](+),ECB_03692,magnesium/cobalt transporter CorA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3964155,3965106
3860,ECB_RS19550,,[3965147:3965639](-),ECB_03693,DUF943 family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3965639,3965147
3861,ECB_RS19555,,[3965635:3966484](-),ECB_03694,DUF3289 family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3966484,3965635
3862,ECB_RS19560,,[3966615:3966813](+),ECB_03695,corA-like Mg2+ transporter family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3966615,3966813
3863,ECB_RS19565,,[3966853:3967234](-),ECB_03696,DUF2628 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3967234,3966853
3864,ECB_RS19570,,[3967247:3967628](-),,hypothetical protein,internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology.,3967628,3967247
3865,ECB_RS19575,rarD,[3967722:3968613](-),ECB_03698,EamA family transporter RarD,Derived by automated computational analysis using gene prediction method: Protein Homology.,3968613,3967722
3866,ECB_RS19580,,[3968664:3969132](-),ECB_03699,thioesterase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3969132,3968664
3867,ECB_RS19585,pldA,[3969296:3970166](+),ECB_03700,phospholipase A,Derived by automated computational analysis using gene prediction method: Protein Homology.,3969296,3970166
3868,ECB_RS19590,recQ,[3970290:3972120](+),ECB_03701,ATP-dependent DNA helicase RecQ,Derived by automated computational analysis using gene prediction method: Protein Homology.,3970290,3972120
3869,ECB_RS19595,rhtC,[3972183:3972804](+),ECB_03702,threonine export protein RhtC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3972183,3972804
